iyear;imonth;iday;Date;country_txt;provstate;city;latitude;longitude;location;summary;multiple;success;suicide;attacktype1_txt;targtype1_txt;targsubtype1_txt;target1;gname;weaptype1_txt;weapdetail;nkill
1991;8;1;1.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Government (General);Intelligence;office;Unknown;Firearms;Automatic firearm;0
1991;8;4;4.8.1991;Turkey;Mardin;Kiziltepe;37.192877;40.581143;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);police housing area;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Rockets;0
1991;8;4;4.8.1991;Turkey;Mardin;Kiziltepe;37.192877;40.581143;;;0;1;0;Armed Assault;Police;Police Building (headquarters, station, school);security office;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;8;4;4.8.1991;Turkey;Unknown;Samanli;;;;;0;1;0;Armed Assault;Police;Police Building (headquarters, station, school);post;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;9
1991;8;13;13.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Violent Political Party;Party Office/Facility;Offices;Unknown;Incendiary;Incendiary;0
1991;8;13;13.8.1991;Turkey;Gaziantep;Unknown;37.103202;37.441267;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;8;13;13.8.1991;Turkey;Siirt;Kurtalan;37.926076;41.70203;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;8;15;15.8.1991;Turkey;Unknown;Buzlukpinar;;;;;0;1;0;Armed Assault;Transportation;Bus (excluding tourists);bus;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;8;15;15.8.1991;Turkey;Bitlis;Bitlis;38.400403;42.109195;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;8;16;16.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Bank/Commerce;Branch;Unknown;Incendiary;Incendiary;0
1991;8;16;16.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Government (General);Government Building/Facility/Office;Municipal Building;Unknown;Incendiary;Incendiary;0
1991;8;17;17.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Business;Retail/Grocery/Bakery;state liquor and drug store;Unknown;Firearms;Pistol;3
1991;8;19;19.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Private Citizens & Property;Labor Union Related;Asst. Gen. Manager Andrew Blake;Dev Sol;Firearms;Pistol;1
1991;8;22;22.8.1991;Turkey;Diyarbakir;Diyarbakir;37.924678;40.211448;;;0;1;0;Hostage Taking (Kidnapping);Police;Police Patrol (including vehicles and convoys);minibus carrying village guards *;Unknown;Firearms;Automatic firearm;3
1991;8;27;27.8.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Police;Police Security Forces/Officers;Policeman;Dev Sol;Firearms;Pistol;1
1991;8;30;30.8.1991;Turkey;Bitlis;Tatvan;38.490898;42.294861;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);vehicle;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;8;30;30.8.1991;Turkey;Bingol;Karliova;39.290278;41.005833;;;0;1;0;Hostage Taking (Kidnapping);Business;.;;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;9;2;2.9.1991;Turkey;Bingol;Bingol;38.887013;40.496196;;;0;1;0;Bombing/Explosion;Transportation;Train/Train Tracks/Trolley;Line between Mus and Bingol;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;9;5;5.9.1991;Turkey;Adana;Adana;36.99154;35.331051;;;0;1;0;Assassination;Military;Paramilitary;Officers;Dev Sol;Firearms;Automatic firearm;2
1991;9;6;6.9.1991;Turkey;Adana;Mustafabeyli;37.077842;36.072848;;;0;1;0;Assassination;Military;Paramilitary;Officers;Unknown;Firearms;Pistol;2
1991;9;12;12.9.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Police;Police Security Forces/Officers;3 Plainclothes Policemen;Dev Sol;Firearms;Automatic firearm;3
1991;9;12;12.9.1991;Turkey;Igdir;Igdir;39.920043;44.043507;;;0;1;0;Hostage Taking (Kidnapping);Tourists;Tourist;2 U.S. tourists, names unk;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;9;16;16.9.1991;Turkey;Unknown;Hisar;;;;;0;1;0;Hostage Taking (Kidnapping);Military;Military Barracks/Base/Headquarters/Checkpost;Post;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;"Rocket; Automatic firearm";3
1991;9;16;16.9.1991;Turkey;Bitlis;Unknown;38.29049;42.117408;;;0;1;0;Hostage Taking (Kidnapping);Military;Military Personnel (soldiers, troops, officers, forces);Turkish Army NCO + 3 Village guards;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;9;27;27.9.1991;Turkey;Mardin;Nusaybin;37.072693;41.214825;;;0;1;0;Assassination;Educational Institution;.;2 Turkish archaeologists;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Car bomb;2
1991;9;27;27.9.1991;Turkey;Mardin;Mazidagi;37.476886;40.487042;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;9;27;27.9.1991;Turkey;Mardin;Midyat;37.415668;41.371505;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;9;27;27.9.1991;Turkey;Adiyaman;Adiyaman;37.764543;38.276758;;;0;1;0;Armed Assault;Private Citizens & Property;Village/City/Town/Suburb;adiyaman village;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;9;28;28.9.1991;Turkey;Mardin;Mardin;37.312903;40.733951;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Minibus carrying security personnel;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;10;1;1.10.1991;Turkey;Unknown;Unknown;;;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;Unit;Unknown;Firearms;Automatic firearm;2
1991;10;2;2.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Bank/Commerce;Branch;Unknown;Incendiary;Incendiary;0
1991;10;5;5.10.1991;Turkey;Batman;Hasankeyf;37.714618;41.418412;;;0;1;0;Armed Assault;Military;Military Barracks/Base/Headquarters/Checkpost;Station;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;10;5;5.10.1991;Turkey;Van;Unseli;38.984174;43.580893;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;10;6;6.10.1991;Turkey;Kars;Kagizman;40.139991;43.118361;;;0;1;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);Lieutenant, soldier, civilian *;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;10;6;6.10.1991;Turkey;Hakkari;Cukurca;37.253172;43.612234;;;0;1;0;Armed Assault;Military;Military Barracks/Base/Headquarters/Checkpost;Post;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;11
1991;10;9;9.10.1991;Turkey;Unknown;Dagci;;;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;Unit;Unknown;Firearms;Automatic firearm;2
1991;10;10;10.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Vehicle;Dev Sol;Firearms;Automatic firearm;5
1991;10;10;10.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Vehicle;Dev Sol;Firearms;Automatic firearm;3
1991;10;10;10.10.1991;Turkey;Kocaeli;Izmir;40.766944;29.916944;;;0;1;0;Armed Assault;Military;Military Transportation/Vehicle (excluding convoys);bus;Unknown;Firearms;Automatic firearm;0
1991;10;11;11.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Patrol;Dev Sol;Firearms;Pistol;2
1991;10;13;13.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);Retired General Adnan Ersoz *;Dev Sol;Firearms;Pistol;1
1991;10;16;16.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Violent Political Party;Party Office/Facility;Office;Dev Sol;Explosives/Bombs/Dynamite;Explosive;0
1991;10;16;16.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);Station, Kagithane District;Dev Sol;Explosives/Bombs/Dynamite;Explosive;0
1991;10;16;16.10.1991;Turkey;Unknown;Kasirili;;;;;0;1;0;Armed Assault;Private Citizens & Property;Village/City/Town/Suburb;Village of Kasirli;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;10;16;16.10.1991;Turkey;Siirt;Eruh;37.75045;42.179887;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;10;16;16.10.1991;Turkey;Unknown;Unknown;;;;;0;1;0;Armed Assault;Transportation;Train/Train Tracks/Trolley;Mail Train;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;10;16;16.10.1991;Turkey;Siirt;Unknown;37.871045;42.149452;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;10;17;17.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;17;17.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;17;17.10.1991;Turkey;Ankara;Ankara;39.933971;32.858521;;;0;1;0;Bombing/Explosion;Violent Political Party;Party Office/Facility;Office;Dev Sol;Explosives/Bombs/Dynamite;Explosive;0
1991;10;17;17.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Violent Political Party;Party Office/Facility;Office;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;17;17.10.1991;Turkey;Bursa;Bursa;40.188627;29.06085;;;0;0;0;Assassination;Violent Political Party;Party Official/Candidate/Other Personnel;Member: Cuneyt Karlik;Dev Sol;Firearms;Pistol;0
1991;10;17;17.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Military;Military Transportation/Vehicle (excluding convoys);Bus;Dev Sol;Firearms;Automatic firearm;0
1991;10;18;18.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Violent Political Party;Party Office/Facility;Office;Unknown;Explosives/Bombs/Dynamite;Explosive;2
1991;10;18;18.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Empty State Archives Bldg;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;18;18.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Tax Control Building;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;18;18.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Private Citizens & Property;Public Area (garden, parking lot, garage, beach, public building, camp);Vacant Lot;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;18;18.10.1991;Turkey;Unknown;Celik;;;;;0;1;0;Hostage Taking (Kidnapping);Religious Figures/Institutions;Religious Figure;Moslem Religious leader;Kurdistan Workers' Party (PKK);Firearms;Pistol;1
1991;10;21;21.10.1991;Turkey;Diyarbakir;Diyarbakir;37.924678;40.211448;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Vehicle;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;10;22;22.10.1991;Turkey;Diyarbakir;Diyarbakir;37.924678;40.211448;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);Vehicle;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;10;23;23.10.1991;Turkey;Mus;Unknown;38.943543;41.748498;;;0;1;0;Armed Assault;Transportation;Train/Train Tracks/Trolley;Railway Train;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;10;23;23.10.1991;Turkey;Mardin;Unknown;37.345275;40.619481;;;0;0;0;Bombing/Explosion;Transportation;Highway/Road/Toll/Traffic Signal;Road;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Mine;3
1991;10;24;24.10.1991;Turkey;Sirnak;Senoba;37.463163;42.709707;;;0;1;0;Armed Assault;Military;Military Transportation/Vehicle (excluding convoys);Vehicle;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;7
1991;10;25;25.10.1991;Turkey;Adana;Adana;36.99154;35.331051;;;0;1;0;Bombing/Explosion;Transportation;Train/Train Tracks/Trolley;Railway Line, Adana-Jskenderun;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;10;27;27.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;Unit;Dev Sol;Firearms;Pistol;1
1991;10;27;27.10.1991;Turkey;Siirt;Unknown;37.871045;42.149452;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;Unit;Unknown;Firearms;Automatic firearm;4
1991;10;28;28.10.1991;Turkey;Ankara;Ankara;39.933971;32.858521;;;0;1;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);Staff Sergeant Victor Marvick*;Turkish Islamic Jihad;Explosives/Bombs/Dynamite;Explosive;1
1991;10;28;28.10.1991;Turkey;Ankara;Ankara;39.933971;32.858521;;;0;0;0;Assassination;Government (Diplomatic);Diplomatic Personnel (outside of embassy, consulate);Press Attache Abdallah al-Kharaby;Turkish Islamic Jihad;Explosives/Bombs/Dynamite;Explosive;0
1991;10;28;28.10.1991;Turkey;Unknown;Kirkbulak;;;;;0;1;0;Armed Assault;Private Citizens & Property;Village/City/Town/Suburb;Kirkbulak Village;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;10;28;28.10.1991;Turkey;Unknown;Kirkbulak;;;;;0;1;0;Hostage Taking (Kidnapping);Private Citizens & Property;Laborer (General)/Occupation Identified;Headman, Kirkbulak Village;Kurdistan Workers' Party (PKK);Firearms;Pistol;1
1991;10;29;29.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;1;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;10;29;29.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;1;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;10;29;29.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;1;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;10;29;29.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;1;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;10;29;29.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Finance Ministry Office;Kurdistan Workers' Party (PKK);Explosives/Bombs/Dynamite;Explosive;0
1991;10;30;30.10.1991;Turkey;Unknown;Kuruca;;;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;10;31;31.10.1991;Turkey;Erzincan;Erzincan;39.744919;39.744919;;;0;1;0;Armed Assault;Government (General);Government Building/Facility/Office;3 vehicles;Kurdistan Workers' Party (PKK);Incendiary;Incendiary;0
1991;10;31;31.10.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Business;Industrial/Textiles/Factory;Businessman Erol Yeldon;Unknown;Firearms;Automatic firearm;1
1991;11;2;2.11.1991;Turkey;Siirt;Kurtalan;37.926076;41.70203;;;0;1;0;Armed Assault;Military;Military Barracks/Base/Headquarters/Checkpost;Post;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;11;3;3.11.1991;Turkey;Diyarbakir;hazro;38.257194;40.781524;;;0;1;0;Armed Assault;Private Citizens & Property;Vehicles/Transportation;truck;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;11;4;4.11.1991;Turkey;Gaziantep;Gaziantep;37.066076;37.378553;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;11;6;6.11.1991;Turkey;Bitlis;Bitlis;38.400403;42.109195;;;0;1;0;Assassination;Police;Police Security Forces/Officers;Policeman and night watchman;Unknown;Firearms;Pistol;2
1991;11;6;6.11.1991;Turkey;Unknown;Unknown;;;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);2 police vehicles;Unknown;Firearms;Automatic firearm;1
1991;11;8;8.11.1991;Turkey;Diyarbakir;Kulp;38.499753;41.011191;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;11;11;11.11.1991;Turkey;Diyarbakir;Kulp;38.499753;41.011191;;;0;1;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);1st Lieutenant Ismail Aksu;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Bank/Commerce;Branch;Kurdish Militants;Incendiary;Incendiary;0
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Bank/Commerce;Branch;Kurdish Militants;Incendiary;Incendiary;0
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Unknown;Business;Bank/Commerce;Branch;Kurdish Militants;Unknown;;0
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;Air Force Club;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;12;12.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Tax Office;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;17;17.11.1991;Turkey;Tunceli;Unknown;39.307355;39.438778;;;0;1;0;Assassination;Educational Institution;Teacher/Professor/Instructor;School teacher Esma Karatandogan and parents*;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;11;17;17.11.1991;Turkey;Diyarbakir;Silvan;38.141497;41.011491;;;0;1;0;Assassination;Police;Police Security Forces/Officers;wife, Gendarme (police) sergeant;Kurdistan Workers' Party (PKK);Firearms;Pistol;1
1991;11;17;17.11.1991;Turkey;Siirt;Pervari;37.936623;42.547486;;;0;1;0;Armed Assault;Educational Institution;School/University/Educational Building;school;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;11;17;17.11.1991;Turkey;Siirt;pervari;37.936623;42.547486;;;0;1;0;Armed Assault;Police;Police Building (headquarters, station, school);station;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;11;17;17.11.1991;Turkey;Siirt;pervari;37.936623;42.547486;;;0;1;0;Armed Assault;Government (General);Government Building/Facility/Office;governors office;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;11;17;17.11.1991;Turkey;Diyarbakir;silvan;38.141497;41.011491;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;11;17;17.11.1991;Turkey;Siirt;Eruh;37.749626;42.179906;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;11;22;22.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Assassination;Police;Police Security Forces/Officers;Policeman at intersection in maltepe district;Dev Sol;Firearms;Automatic firearm;1
1991;11;23;23.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);vehicle;Turkish Communist Party/Marxist (TKP-ML);Firearms;Automatic firearm;1
1991;11;24;24.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Retail/Grocery/Bakery;New Car Showroom;Kurdistan Workers' Party (PKK);Incendiary;Incendiary;0
1991;11;24;24.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Government (General);Government Building/Facility/Office;Tax Office, Halkali District;Turkish Communist Party/Marxist (TKP-ML);Incendiary;Incendiary;0
1991;11;24;24.11.1991;Turkey;Diyarbakir;Unknown;38.109458;40.567051;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;11;25;25.11.1991;Turkey;Bitlis;Hizan;38.234373;42.428113;;;0;1;0;Armed Assault;Private Citizens & Property;Vehicles/Transportation;civilian minibus;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;6
1991;11;25;25.11.1991;Turkey;Bitlis;Ahlat;38.755008;42.487011;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Unknown;Firearms;Automatic firearm;1
1991;11;25;25.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;Unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;1
1991;11;26;26.11.1991;Turkey;Adana;Unknown;37.2626;35.385114;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);patrol car;Dev Sol;Firearms;Automatic firearm;1
1991;11;26;26.11.1991;Turkey;Bingol;Unknown;39.067995;40.777644;;;0;1;0;Hostage Taking (Kidnapping);Police;Police Security Forces/Officers;Officer;Unknown;Firearms;Automatic firearm;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch, Moda District;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch, Tahtakale District;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch, Yesildirek District;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch, Aksaray Branch;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Branch, Merter District;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Telecommunication;Telephone/Telegraph;Telephone Company Building;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;11;27;27.11.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Judge/Attorney/Court;Administrative Court;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;12;6;6.12.1991;Turkey;Mardin;Eskihisar;37.164977;41.388434;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;12;6;6.12.1991;Turkey;Bingol;Dallitepe;39.034682;40.602737;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;3
1991;12;11;11.12.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Journalists & Media;Newspaper Journalist/Staff/Facility;Tomb of founder, Sedat Simavi;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;12;18;18.12.1991;Turkey;Unknown;Celtikli;;;;;0;1;0;Hostage Taking (Kidnapping);Police;Police Security Forces/Officers;Village Guards;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;0
1991;12;21;21.12.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Armed Assault;Police;Police Patrol (including vehicles and convoys);vehicle;Unknown;Firearms;Automatic firearm;1
1991;12;25;25.12.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Vehicle;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1991;12;25;25.12.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Facility/Infrastructure Attack;Business;Retail/Grocery/Bakery;Department Store*;Kurdistan Workers' Party (PKK);Incendiary;Incendiary;11
1991;12;25;25.12.1991;Turkey;Sirnak;Dereler;37.606967;42.748044;;;0;1;0;Armed Assault;Military;Military Barracks/Base/Headquarters/Checkpost;Post;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;10
1991;12;28;28.12.1991;Turkey;Sirnak;Dadakli;37.630897;42.177256;;;0;1;0;Armed Assault;Private Citizens & Property;Village/City/Town/Suburb;dadakli village;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;12;30;30.12.1991;Turkey;Diyarbakir;Ergani;38.26702;39.765319;;;0;1;0;Armed Assault;Military;Military Unit/Patrol/Convoy;unit;Kurdistan Workers' Party (PKK);Firearms;Automatic firearm;2
1991;12;31;31.12.1991;Turkey;Istanbul;Istanbul;41.013517;28.950672;;;0;1;0;Bombing/Explosion;Business;Hotel/Resort;Swissotel the Bosphoras*;People's Liberation Force;Explosives/Bombs/Dynamite;Explosive;0
